Area Name,Year,Total
Jasper,2003,4374
Jasper,2004,4388
Jasper,2005,4391
Jasper,2006,4427
Jasper,2007,4523
Jasper,2008,4630
Jasper,2009,4693
Jasper,2010,4672
Jasper,2011,4640
Jasper,2012,4691
Jasper,2013,4781
Jasper,2014,4865
Jasper,2015,4860
Jasper,2016,4872
Jasper,2017,4877
Jean Baptiste Gambler 183,2001,173
Jean Baptiste Gambler 183,2002,182
Jean Baptiste Gambler 183,2003,189
Jean Baptiste Gambler 183,2004,198
Jean Baptiste Gambler 183,2005,208
Jean Baptiste Gambler 183,2006,223
Jean Baptiste Gambler 183,2007,235
Jean Baptiste Gambler 183,2008,246
Jean Baptiste Gambler 183,2009,254
Jean Baptiste Gambler 183,2010,264
Jean Baptiste Gambler 183,2011,264
Jean Baptiste Gambler 183,2012,265
Jean Baptiste Gambler 183,2013,266
Jean Baptiste Gambler 183,2014,270
Jean Baptiste Gambler 183,2015,270
Jean Baptiste Gambler 183,2016,270
Jean Baptiste Gambler 183,2017,270
John d'Or Prairie 215,2001,877
John d'Or Prairie 215,2002,915
John d'Or Prairie 215,2003,950
John d'Or Prairie 215,2004,986
John d'Or Prairie 215,2005,1021
John d'Or Prairie 215,2006,1060
John d'Or Prairie 215,2007,1086
John d'Or Prairie 215,2008,1116
John d'Or Prairie 215,2009,1143
John d'Or Prairie 215,2010,1157
John d'Or Prairie 215,2011,1160
John d'Or Prairie 215,2012,1162
John d'Or Prairie 215,2013,1177
John d'Or Prairie 215,2014,1184
John d'Or Prairie 215,2015,1178
John d'Or Prairie 215,2016,1181
John d'Or Prairie 215,2017,1180
Kananaskis,2001,479
Kananaskis,2002,475
Kananaskis,2003,471
Kananaskis,2004,470
Kananaskis,2005,458
Kananaskis,2006,448
Kananaskis,2007,426
Kananaskis,2008,396
Kananaskis,2009,365
Kananaskis,2010,319
Kananaskis,2011,267
Kananaskis,2012,268
Kananaskis,2013,274
Kananaskis,2014,275
Kananaskis,2015,269
Kananaskis,2016,267
Kananaskis,2017,265
Kapasiwin,2001,15
Kapasiwin,2002,15
Kapasiwin,2003,15
Kapasiwin,2004,14
Kapasiwin,2005,14
Kapasiwin,2006,14
Kapasiwin,2007,14
Kapasiwin,2008,12
Kapasiwin,2009,12
Kapasiwin,2010,10
Kapasiwin,2011,10
Kapasiwin,2012,10
Kapasiwin,2013,10
Kapasiwin,2014,10
Kapasiwin,2015,10
Kapasiwin,2016,10
Kapasiwin,2017,10
Kapawe'no First Nation (Freeman 150B),2001,65
Kapawe'no First Nation (Freeman 150B),2002,77
Kapawe'no First Nation (Freeman 150B),2003,91
Kapawe'no First Nation (Freeman 150B),2004,107
Kapawe'no First Nation (Freeman 150B),2005,124
Kapawe'no First Nation (Freeman 150B),2006,147
Kapawe'no First Nation (Freeman 150B),2007,144
Kapawe'no First Nation (Freeman 150B),2008,140
Kapawe'no First Nation (Freeman 150B),2009,136
Kapawe'no First Nation (Freeman 150B),2010,130
Kapawe'no First Nation (Freeman 150B),2011,118
Kapawe'no First Nation (Freeman 150B),2012,118
Kapawe'no First Nation (Freeman 150B),2013,119
Kapawe'no First Nation (Freeman 150B),2014,118
Kapawe'no First Nation (Freeman 150B),2015,118
Kapawe'no First Nation (Freeman 150B),2016,118
Kapawe'no First Nation (Freeman 150B),2017,118
Kapawe'no First Nation (Grouard 230),2001,0
Kapawe'no First Nation (Grouard 230),2002,0
Kapawe'no First Nation (Grouard 230),2003,0
Kapawe'no First Nation (Grouard 230),2004,0
Kapawe'no First Nation (Grouard 230),2005,0
Kapawe'no First Nation (Grouard 230),2006,0
Kapawe'no First Nation (Grouard 230),2007,0
Kapawe'no First Nation (Grouard 230),2008,0
Kapawe'no First Nation (Grouard 230),2009,0
Kapawe'no First Nation (Grouard 230),2010,0
Kapawe'no First Nation (Grouard 230),2011,0
Kapawe'no First Nation (Grouard 230),2012,0
Kapawe'no First Nation (Grouard 230),2013,0
Kapawe'no First Nation (Grouard 230),2014,0
Kapawe'no First Nation (Grouard 230),2015,0
Kapawe'no First Nation (Grouard 230),2016,0
Kapawe'no First Nation (Grouard 230),2017,0
Kapawe'no First Nation (Halcro 150C),2001,0
Kapawe'no First Nation (Halcro 150C),2002,0
Kapawe'no First Nation (Halcro 150C),2003,0
Kapawe'no First Nation (Halcro 150C),2004,0
Kapawe'no First Nation (Halcro 150C),2005,0
Kapawe'no First Nation (Halcro 150C),2006,0
Kapawe'no First Nation (Halcro 150C),2007,0
Kapawe'no First Nation (Halcro 150C),2008,0
Kapawe'no First Nation (Halcro 150C),2009,0
Kapawe'no First Nation (Halcro 150C),2010,0
Kapawe'no First Nation (Halcro 150C),2011,0
Kapawe'no First Nation (Halcro 150C),2012,0
Kapawe'no First Nation (Halcro 150C),2013,0
Kapawe'no First Nation (Halcro 150C),2014,0
Kapawe'no First Nation (Halcro 150C),2015,0
Kapawe'no First Nation (Halcro 150C),2016,0
Kapawe'no First Nation (Halcro 150C),2017,0
Kapawe'no First Nation (Pakashan 150D),2001,7
Kapawe'no First Nation (Pakashan 150D),2002,6
Kapawe'no First Nation (Pakashan 150D),2003,4
Kapawe'no First Nation (Pakashan 150D),2004,3
Kapawe'no First Nation (Pakashan 150D),2005,1
Kapawe'no First Nation (Pakashan 150D),2006,0
Kapawe'no First Nation (Pakashan 150D),2007,1
Kapawe'no First Nation (Pakashan 150D),2008,2
Kapawe'no First Nation (Pakashan 150D),2009,3
Kapawe'no First Nation (Pakashan 150D),2010,4
Kapawe'no First Nation (Pakashan 150D),2011,5
Kapawe'no First Nation (Pakashan 150D),2012,5
Kapawe'no First Nation (Pakashan 150D),2013,5
Kapawe'no First Nation (Pakashan 150D),2014,5
Kapawe'no First Nation (Pakashan 150D),2015,5
Kapawe'no First Nation (Pakashan 150D),2016,5
Kapawe'no First Nation (Pakashan 150D),2017,5
Kehewin 123,2001,1015
Kehewin 123,2002,1007
Kehewin 123,2003,1006
Kehewin 123,2004,1002
Kehewin 123,2005,1031
Kehewin 123,2006,1042
Kehewin 123,2007,1065
Kehewin 123,2008,1084
Kehewin 123,2009,1082
Kehewin 123,2010,1094
Kehewin 123,2011,1101
Kehewin 123,2012,1116
Kehewin 123,2013,1129
Kehewin 123,2014,1148
Kehewin 123,2015,1147
Kehewin 123,2016,1145
Kehewin 123,2017,1134
Killam,2001,1027
Killam,2002,1008
Killam,2003,1013
Killam,2004,1017
Killam,2005,1035
Killam,2006,1046
Killam,2007,1041
Killam,2008,1047
Killam,2009,1036
Killam,2010,1028
Killam,2011,1008
Killam,2012,1010
Killam,2013,1011
Killam,2014,1006
Killam,2015,1008
Killam,2016,996
Killam,2017,992
Kitscoty,2001,690
Kitscoty,2002,701
Kitscoty,2003,714
Kitscoty,2004,715
Kitscoty,2005,724
Kitscoty,2006,735
Kitscoty,2007,767
Kitscoty,2008,801
Kitscoty,2009,820
Kitscoty,2010,847
Kitscoty,2011,876
Kitscoty,2012,885
Kitscoty,2013,889
Kitscoty,2014,898
Kitscoty,2015,892
Kitscoty,2016,878
Kitscoty,2017,874
Kneehill County,2001,5426
Kneehill County,2002,5418
Kneehill County,2003,5377
Kneehill County,2004,5320
Kneehill County,2005,5308
Kneehill County,2006,5371
Kneehill County,2007,5401
Kneehill County,2008,5350
Kneehill County,2009,5305
Kneehill County,2010,5183
Kneehill County,2011,5062
Kneehill County,2012,5105
Kneehill County,2013,5183
Kneehill County,2014,5255
Kneehill County,2015,5268
Kneehill County,2016,5279
Kneehill County,2017,5289
Lac la Biche County,2001,8290
Lac la Biche County,2002,8479
Lac la Biche County,2003,8699
Lac la Biche County,2004,8885
Lac la Biche County,2005,9138
Lac la Biche County,2006,9382
Lac la Biche County,2007,9297
Lac la Biche County,2008,9218
Lac la Biche County,2009,9049
Lac la Biche County,2010,8867
Lac la Biche County,2011,8679
Lac la Biche County,2012,8805
Lac la Biche County,2013,8958
Lac la Biche County,2014,9109
Lac la Biche County,2015,9137
Lac la Biche County,2016,9144
Lac la Biche County,2017,9125
Lac Ste. Anne County,2001,9578
Lac Ste. Anne County,2002,9741
Lac Ste. Anne County,2003,9900
Lac Ste. Anne County,2004,9894
Lac Ste. Anne County,2005,9995
Lac Ste. Anne County,2006,10211
Lac Ste. Anne County,2007,10396
Lac Ste. Anne County,2008,10494
Lac Ste. Anne County,2009,10510
Lac Ste. Anne County,2010,10559
Lac Ste. Anne County,2011,10538
Lac Ste. Anne County,2012,10505
Lac Ste. Anne County,2013,10533
Lac Ste. Anne County,2014,10481
Lac Ste. Anne County,2015,10441
Lac Ste. Anne County,2016,10389
Lac Ste. Anne County,2017,10321
Lacombe,2001,9617
Lacombe,2002,9857
Lacombe,2003,10065
Lacombe,2004,10314
Lacombe,2005,10686
Lacombe,2006,11106
Lacombe,2007,11383
Lacombe,2008,11579
Lacombe,2009,11783
Lacombe,2010,11927
Lacombe,2011,12118
Lacombe,2012,12411
Lacombe,2013,12736
Lacombe,2014,13007
Lacombe,2015,13213
Lacombe,2016,13328
Lacombe,2017,13435
Lacombe County,2001,10753
Lacombe County,2002,10725
Lacombe County,2003,10668
Lacombe County,2004,10626
Lacombe County,2005,10690
Lacombe County,2006,10757
Lacombe County,2007,10827
Lacombe County,2008,10818
Lacombe County,2009,10809
Lacombe County,2010,10691
Lacombe County,2011,10634
Lacombe County,2012,10910
Lacombe County,2013,11214
Lacombe County,2014,11465
Lacombe County,2015,11658
Lacombe County,2016,11794
Lacombe County,2017,11918
Lakeview,2001,15
Lakeview,2002,19
Lakeview,2003,24
Lakeview,2004,28
Lakeview,2005,32
Lakeview,2006,37
Lakeview,2007,34
Lakeview,2008,33
Lakeview,2009,31
Lakeview,2010,29
Lakeview,2011,26
Lakeview,2012,26
Lakeview,2013,26
Lakeview,2014,26
Lakeview,2015,26
Lakeview,2016,26
Lakeview,2017,26
Lamont,2001,1723
Lamont,2002,1712
Lamont,2003,1701
Lamont,2004,1693
Lamont,2005,1694
Lamont,2006,1704
Lamont,2007,1745
Lamont,2008,1753
Lamont,2009,1778
Lamont,2010,1783
Lamont,2011,1798
Lamont,2012,1815
Lamont,2013,1844
Lamont,2014,1868
Lamont,2015,1877
Lamont,2016,1868
Lamont,2017,1870
Lamont County,2001,4235
Lamont County,2002,4211
Lamont County,2003,4167
Lamont County,2004,4103
Lamont County,2005,4058
Lamont County,2006,4023
Lamont County,2007,4063
Lamont County,2008,4059
Lamont County,2009,4044
Lamont County,2010,4006
Lamont County,2011,3969
Lamont County,2012,4018
Lamont County,2013,4075
Lamont County,2014,4129
Lamont County,2015,4166
Lamont County,2016,4162
Lamont County,2017,4145
Larkspur,2001,20
Larkspur,2002,28
Larkspur,2003,35
Larkspur,2004,43
Larkspur,2005,50
Larkspur,2006,57
Larkspur,2007,54
Larkspur,2008,52
Larkspur,2009,44
Larkspur,2010,41
Larkspur,2011,39
Larkspur,2012,39
Larkspur,2013,39
Larkspur,2014,39
Larkspur,2015,39
Larkspur,2016,39
Larkspur,2017,39
Leduc,2001,15410
Leduc,2002,15824
Leduc,2003,16155
Leduc,2004,16485
Leduc,2005,16971
Leduc,2006,17722
Leduc,2007,19182
Leduc,2008,20623
Leduc,2009,22173
Leduc,2010,23662
Leduc,2011,25279
Leduc,2012,25965
Leduc,2013,26901
Leduc,2014,27863
Leduc,2015,28523
Leduc,2016,29133
Leduc,2017,29644
Leduc County,2001,13166
Leduc County,2002,13261
Leduc County,2003,13286
Leduc County,2004,13294
Leduc County,2005,13385
Leduc County,2006,13532
Leduc County,2007,13651
Leduc County,2008,13741
Leduc County,2009,13857
Leduc County,2010,13883
Leduc County,2011,13976
Leduc County,2012,14325
Leduc County,2013,14806
Leduc County,2014,15281
Leduc County,2015,15622
Leduc County,2016,15958
Leduc County,2017,16264
Legal,2001,1084
Legal,2002,1119
Legal,2003,1150
Legal,2004,1176
Legal,2005,1209
Legal,2006,1227
Legal,2007,1230
Legal,2008,1235
Legal,2009,1243
Legal,2010,1249
Legal,2011,1265
Legal,2012,1292
Legal,2013,1332
Legal,2014,1372
Legal,2015,1395
Legal,2016,1424
Legal,2017,1444
Lesser Slave River No.124,2001,2871
Lesser Slave River No.124,2002,2880
Lesser Slave River No.124,2003,2879
Lesser Slave River No.124,2004,2871
Lesser Slave River No.124,2005,2862
Lesser Slave River No.124,2006,2898
Lesser Slave River No.124,2007,2956
Lesser Slave River No.124,2008,3003
Lesser Slave River No.124,2009,3021
Lesser Slave River No.124,2010,3024
Lesser Slave River No.124,2011,3010
Lesser Slave River No.124,2012,3036
Lesser Slave River No.124,2013,3087
Lesser Slave River No.124,2014,3130
Lesser Slave River No.124,2015,3144
Lesser Slave River No.124,2016,3158
Lesser Slave River No.124,2017,3163
Lethbridge,2001,69218
Lethbridge,2002,70711
Lethbridge,2003,72105
Lethbridge,2004,73498
Lethbridge,2005,75211
Lethbridge,2006,77413
Lethbridge,2007,80158
Lethbridge,2008,82263
Lethbridge,2009,84025
Lethbridge,2010,85532
Lethbridge,2011,86595
Lethbridge,2012,87709
Lethbridge,2013,89455
Lethbridge,2014,91255
Lethbridge,2015,92380
Lethbridge,2016,93398
Lethbridge,2017,94332
Lethbridge County,2001,10163
Lethbridge County,2002,10263
Lethbridge County,2003,10331
Lethbridge County,2004,10378
Lethbridge County,2005,10472
Lethbridge County,2006,10605
Lethbridge County,2007,10681
Lethbridge County,2008,10687
Lethbridge County,2009,10633
Lethbridge County,2010,10526
Lethbridge County,2011,10381
Lethbridge County,2012,10492
Lethbridge County,2013,10672
Lethbridge County,2014,10878
Lethbridge County,2015,10989
Lethbridge County,2016,11118
Lethbridge County,2017,11228
Linden,2001,649
Linden,2002,648
Linden,2003,649
Linden,2004,657
Linden,2005,659
Linden,2006,678
Linden,2007,695
Linden,2008,707
Linden,2009,721
Linden,2010,729
Linden,2011,744
Linden,2012,758
Linden,2013,772
Linden,2014,773
Linden,2015,782
Linden,2016,798
Linden,2017,797
Little Buffalo,2001,296
Little Buffalo,2002,316
Little Buffalo,2003,336
Little Buffalo,2004,357
Little Buffalo,2005,378
Little Buffalo,2006,403
Little Buffalo,2007,402
Little Buffalo,2008,402
Little Buffalo,2009,401
Little Buffalo,2010,399
Little Buffalo,2011,402
Little Buffalo,2012,402
Little Buffalo,2013,407
Little Buffalo,2014,410
Little Buffalo,2015,412
Little Buffalo,2016,412
Little Buffalo,2017,422
Lloydminster (Part),2001,13618
Lloydminster (Part),2002,14180
Lloydminster (Part),2003,14720
Lloydminster (Part),2004,15183
Lloydminster (Part),2005,15839
Lloydminster (Part),2006,16571
Lloydminster (Part),2007,17290
Lloydminster (Part),2008,17718
Lloydminster (Part),2009,18125
Lloydminster (Part),2010,18419
Lloydminster (Part),2011,18711
Lloydminster (Part),2012,18836
Lloydminster (Part),2013,19105
Lloydminster (Part),2014,19350
Lloydminster (Part),2015,19381
Lloydminster (Part),2016,19244
Lloydminster (Part),2017,19091
Lomond,2001,176
Lomond,2002,175
Lomond,2003,175
Lomond,2004,177
Lomond,2005,176
Lomond,2006,180
Lomond,2007,181
Lomond,2008,180
Lomond,2009,181
Lomond,2010,181
Lomond,2011,177
Lomond,2012,176
Lomond,2013,178
Lomond,2014,181
Lomond,2015,182
Lomond,2016,182
Lomond,2017,183
Longview,2001,305
Longview,2002,304
Longview,2003,305
Longview,2004,307
Longview,2005,307
Longview,2006,307
Longview,2007,307
Longview,2008,306
Longview,2009,309
Longview,2010,310
Longview,2011,314
Longview,2012,316
Longview,2013,319
Longview,2014,321
Longview,2015,322
Longview,2016,324
Longview,2017,328
Loon Lake 235,2001,409
Loon Lake 235,2002,416
Loon Lake 235,2003,423
Loon Lake 235,2004,431
Loon Lake 235,2005,437
Loon Lake 235,2006,443
Loon Lake 235,2007,459
Loon Lake 235,2008,481
Loon Lake 235,2009,496
Loon Lake 235,2010,515
Loon Lake 235,2011,531
Loon Lake 235,2012,533
Loon Lake 235,2013,542
Loon Lake 235,2014,551
Loon Lake 235,2015,550
Loon Lake 235,2016,553
Loon Lake 235,2017,554
Lougheed,2001,233
Lougheed,2002,228
Lougheed,2003,228
Lougheed,2004,226
Lougheed,2005,225
Lougheed,2006,224
Lougheed,2007,224
Lougheed,2008,231
Lougheed,2009,232
Lougheed,2010,233
Lougheed,2011,240
Lougheed,2012,241
Lougheed,2013,240
Lougheed,2014,239
Lougheed,2015,239
Lougheed,2016,235
Lougheed,2017,233
Louis Bull 138B,2001,919
Louis Bull 138B,2002,969
Louis Bull 138B,2003,1016
Louis Bull 138B,2004,1066
Louis Bull 138B,2005,1137
Louis Bull 138B,2006,1226
Louis Bull 138B,2007,1262
Louis Bull 138B,2008,1291
Louis Bull 138B,2009,1331
Louis Bull 138B,2010,1348
Louis Bull 138B,2011,1355
Louis Bull 138B,2012,1385
Louis Bull 138B,2013,1428
Louis Bull 138B,2014,1474
Louis Bull 138B,2015,1499
Louis Bull 138B,2016,1533
Louis Bull 138B,2017,1558
Mackenzie County,2001,9165
Mackenzie County,2002,9466
Mackenzie County,2003,9704
Mackenzie County,2004,9941
Mackenzie County,2005,10136
Mackenzie County,2006,10419
Mackenzie County,2007,10716
Mackenzie County,2008,10952
Mackenzie County,2009,11099
Mackenzie County,2010,11175
Mackenzie County,2011,11313
Mackenzie County,2012,11372
Mackenzie County,2013,11532
Mackenzie County,2014,11689
Mackenzie County,2015,11729
Mackenzie County,2016,11799
Mackenzie County,2017,11839
Magrath,2001,2040
Magrath,2002,2033
Magrath,2003,2033
Magrath,2004,2052
Magrath,2005,2079
Magrath,2006,2146
Magrath,2007,2205
Magrath,2008,2239
Magrath,2009,2278
Magrath,2010,2294
Magrath,2011,2281
Magrath,2012,2293
Magrath,2013,2307
Magrath,2014,2333
Magrath,2015,2323
Magrath,2016,2327
Magrath,2017,2339
Makaoo (Part) 120,2001,180
Makaoo (Part) 120,2002,178
Makaoo (Part) 120,2003,176
Makaoo (Part) 120,2004,170
Makaoo (Part) 120,2005,166
Makaoo (Part) 120,2006,160
Makaoo (Part) 120,2007,164
Makaoo (Part) 120,2008,168
Makaoo (Part) 120,2009,171
Makaoo (Part) 120,2010,178
Makaoo (Part) 120,2011,186
Makaoo (Part) 120,2012,185
Makaoo (Part) 120,2013,188
Makaoo (Part) 120,2014,190
Makaoo (Part) 120,2015,193
Makaoo (Part) 120,2016,192
Makaoo (Part) 120,2017,191
Ma-Me-O Beach,2001,85
Ma-Me-O Beach,2002,100
Ma-Me-O Beach,2003,113
Ma-Me-O Beach,2004,127
Ma-Me-O Beach,2005,143
Ma-Me-O Beach,2006,155
Ma-Me-O Beach,2007,147
Ma-Me-O Beach,2008,139
Ma-Me-O Beach,2009,131
Ma-Me-O Beach,2010,121
Ma-Me-O Beach,2011,113
Ma-Me-O Beach,2012,114
Ma-Me-O Beach,2013,114
Ma-Me-O Beach,2014,116
Ma-Me-O Beach,2015,116
Ma-Me-O Beach,2016,118
Ma-Me-O Beach,2017,119
Manning,2001,1328
Manning,2002,1364
Manning,2003,1415
Manning,2004,1464
Manning,2005,1504
Manning,2006,1534
Manning,2007,1483
Manning,2008,1423
Manning,2009,1355
Manning,2010,1279
Manning,2011,1202
Manning,2012,1206
Manning,2013,1216
Manning,2014,1245
Manning,2015,1259
Manning,2016,1271
Manning,2017,1269
Mannville,2001,739
Mannville,2002,748
Mannville,2003,761
Mannville,2004,775
Mannville,2005,791
Mannville,2006,801
Mannville,2007,818
Mannville,2008,820
Mannville,2009,827
Mannville,2010,814
Mannville,2011,826
Mannville,2012,835
Mannville,2013,854
Mannville,2014,857
Mannville,2015,865
Mannville,2016,856
Mannville,2017,851
Marwayne,2001,507
Marwayne,2002,507
Marwayne,2003,512
Marwayne,2004,518
Marwayne,2005,523
Marwayne,2006,535
Marwayne,2007,561
Marwayne,2008,580
Marwayne,2009,602
Marwayne,2010,625
Marwayne,2011,632
Marwayne,2012,638
Marwayne,2013,648
Marwayne,2014,655
Marwayne,2015,656
Marwayne,2016,646
Marwayne,2017,636
Mayerthorpe,2001,1603
Mayerthorpe,2002,1583
Mayerthorpe,2003,1596
Mayerthorpe,2004,1545
Mayerthorpe,2005,1537
Mayerthorpe,2006,1511
Mayerthorpe,2007,1516
Mayerthorpe,2008,1519
Mayerthorpe,2009,1495
Mayerthorpe,2010,1480
Mayerthorpe,2011,1436
Mayerthorpe,2012,1427
Mayerthorpe,2013,1432
Mayerthorpe,2014,1423
Mayerthorpe,2015,1427
Mayerthorpe,2016,1424
Mayerthorpe,2017,1420
McLennan,2001,817
McLennan,2002,818
McLennan,2003,815
McLennan,2004,820
McLennan,2005,830
McLennan,2006,845
McLennan,2007,858
McLennan,2008,858
McLennan,2009,849
McLennan,2010,832
McLennan,2011,831
McLennan,2012,854
McLennan,2013,872
McLennan,2014,885
McLennan,2015,898
McLennan,2016,907
McLennan,2017,916
Medicine Hat,2001,52605
Medicine Hat,2002,53614
Medicine Hat,2003,54532
Medicine Hat,2004,55823
Medicine Hat,2005,57378
Medicine Hat,2006,58947
Medicine Hat,2007,60357
Medicine Hat,2008,61336
Medicine Hat,2009,61997
Medicine Hat,2010,62005
Medicine Hat,2011,61997
Medicine Hat,2012,62749
Medicine Hat,2013,63497
Medicine Hat,2014,63984
Medicine Hat,2015,64397
Medicine Hat,2016,64499
Medicine Hat,2017,64546
Mewatha Beach,2001,103
Mewatha Beach,2002,116
Mewatha Beach,2003,130
Mewatha Beach,2004,143
Mewatha Beach,2005,158
Mewatha Beach,2006,168
Mewatha Beach,2007,148
Mewatha Beach,2008,129
Mewatha Beach,2009,111
Mewatha Beach,2010,94
Mewatha Beach,2011,80
Mewatha Beach,2012,82
Mewatha Beach,2013,82
Mewatha Beach,2014,82
Mewatha Beach,2015,82
Mewatha Beach,2016,82
Mewatha Beach,2017,82
Milk River,2001,894
Milk River,2002,895
Milk River,2003,877
Milk River,2004,853
Milk River,2005,842
Milk River,2006,831
Milk River,2007,840
Milk River,2008,846
Milk River,2009,832
Milk River,2010,830
Milk River,2011,828
Milk River,2012,844
Milk River,2013,867
Milk River,2014,882
Milk River,2015,894
Milk River,2016,901
Milk River,2017,915
Millet,2001,2077
Millet,2002,2095
Millet,2003,2088
Millet,2004,2084
Millet,2005,2094
Millet,2006,2124
Millet,2007,2141
Millet,2008,2156
Millet,2009,2177
Millet,2010,2173
Millet,2011,2157
Millet,2012,2217
Millet,2013,2299
Millet,2014,2389
Millet,2015,2452
Millet,2016,2514
Millet,2017,2566
Milo,2001,118
Milo,2002,113
Milo,2003,110
Milo,2004,109
Milo,2005,105
Milo,2006,101
Milo,2007,106
Milo,2008,111
Milo,2009,115
Milo,2010,120
Milo,2011,125
Milo,2012,127
Milo,2013,129
Milo,2014,128
Milo,2015,131
Milo,2016,131
Milo,2017,132
Minburn,2001,92
Minburn,2002,88
Minburn,2003,82
Minburn,2004,76
Minburn,2005,72
Minburn,2006,66
Minburn,2007,75
Minburn,2008,83
Minburn,2009,93
Minburn,2010,102
Minburn,2011,108
Minburn,2012,108
Minburn,2013,108
Minburn,2014,108
Minburn,2015,108
Minburn,2016,108
Minburn,2017,108
Minburn County No. 27,2001,3507
Minburn County No. 27,2002,3497
Minburn County No. 27,2003,3464
Minburn County No. 27,2004,3414
Minburn County No. 27,2005,3389
Minburn County No. 27,2006,3405
Minburn County No. 27,2007,3455
Minburn County No. 27,2008,3449
Minburn County No. 27,2009,3429
Minburn County No. 27,2010,3392
Minburn County No. 27,2011,3374
Minburn County No. 27,2012,3412
Minburn County No. 27,2013,3463
Minburn County No. 27,2014,3503
Minburn County No. 27,2015,3526
Minburn County No. 27,2016,3513
Minburn County No. 27,2017,3498
Montana 139,2001,596
Montana 139,2002,609
Montana 139,2003,617
Montana 139,2004,629
Montana 139,2005,649
Montana 139,2006,657
Montana 139,2007,674
Montana 139,2008,677
Montana 139,2009,680
Montana 139,2010,672
Montana 139,2011,676
Montana 139,2012,689
Montana 139,2013,696
Montana 139,2014,705
Montana 139,2015,711
Montana 139,2016,714
Montana 139,2017,710
Morinville,2001,6684
Morinville,2002,6746
Morinville,2003,6769
Morinville,2004,6789
Morinville,2005,6874
Morinville,2006,7034
Morinville,2007,7406
Morinville,2008,7767
Morinville,2009,8167
Morinville,2010,8521
Morinville,2011,8913
Morinville,2012,9145
Morinville,2013,9466
Morinville,2014,9779
Morinville,2015,10000
Morinville,2016,10196
Morinville,2017,10369
Morrin,2001,257
Morrin,2002,259
Morrin,2003,258
Morrin,2004,259
Morrin,2005,261
Morrin,2006,260
Morrin,2007,258
Morrin,2008,257
Morrin,2009,255
Morrin,2010,253
Morrin,2011,251
Morrin,2012,258
Morrin,2013,259
Morrin,2014,263
Morrin,2015,265
Morrin,2016,268
Morrin,2017,269
Mountain View County,2001,12310
Mountain View County,2002,12439
Mountain View County,2003,12454
Mountain View County,2004,12480
Mountain View County,2005,12610
Mountain View County,2006,12692
Mountain View County,2007,12728
Mountain View County,2008,12774
Mountain View County,2009,12829
Mountain View County,2010,12764
Mountain View County,2011,12762
Mountain View County,2012,13192
Mountain View County,2013,13706
Mountain View County,2014,14173
Mountain View County,2015,14518
Mountain View County,2016,14873
Mountain View County,2017,15196
Mundare,2001,672
Mundare,2002,680
Mundare,2003,697
Mundare,2004,706
Mundare,2005,716
Mundare,2006,729
Mundare,2007,758
Mundare,2008,785
Mundare,2009,811
Mundare,2010,838
Mundare,2011,876
Mundare,2012,879
Mundare,2013,891
Mundare,2014,905
Mundare,2015,910
Mundare,2016,910
Mundare,2017,904
Munson,2001,227
Munson,2002,229
Munson,2003,229
Munson,2004,224
Munson,2005,222
Munson,2006,224
Munson,2007,223
Munson,2008,222
Munson,2009,219
Munson,2010,215
Munson,2011,211
Munson,2012,214
Munson,2013,214
Munson,2014,216
Munson,2015,218
Munson,2016,218
Munson,2017,219
Myrnam,2001,329
Myrnam,2002,337
Myrnam,2003,342
Myrnam,2004,349
Myrnam,2005,356
Myrnam,2006,370
Myrnam,2007,371
Myrnam,2008,372
Myrnam,2009,372
Myrnam,2010,373
Myrnam,2011,379
Myrnam,2012,384
Myrnam,2013,392
Myrnam,2014,394
Myrnam,2015,396
Myrnam,2016,395
Myrnam,2017,396
Nakamun Park,2001,35
Nakamun Park,2002,46
Nakamun Park,2003,57
Nakamun Park,2004,68
Nakamun Park,2005,80
Nakamun Park,2006,87
Nakamun Park,2007,79
Nakamun Park,2008,68
Nakamun Park,2009,58
Nakamun Park,2010,47
Nakamun Park,2011,37
Nakamun Park,2012,37
Nakamun Park,2013,37
Nakamun Park,2014,37
Nakamun Park,2015,37
Nakamun Park,2016,37
Nakamun Park,2017,37
Nampa,2001,380
Nampa,2002,383
Nampa,2003,385
Nampa,2004,386
Nampa,2005,379
Nampa,2006,369
Nampa,2007,367
Nampa,2008,369
Nampa,2009,372
Nampa,2010,374
Nampa,2011,373
Nampa,2012,370
Nampa,2013,371
Nampa,2014,377
Nampa,2015,382
Nampa,2016,382
Nampa,2017,389
Namur Lake 174B,2001,0
Namur Lake 174B,2002,0
Namur Lake 174B,2003,0
Namur Lake 174B,2004,0
Namur Lake 174B,2005,0
Namur Lake 174B,2006,0
Namur Lake 174B,2007,0
Namur Lake 174B,2008,0
Namur Lake 174B,2009,0
Namur Lake 174B,2010,0
Namur Lake 174B,2011,0
Namur Lake 174B,2012,0
Namur Lake 174B,2013,0
Namur Lake 174B,2014,0
Namur Lake 174B,2015,0
Namur Lake 174B,2016,0
Namur Lake 174B,2017,0
Namur River 174A,2001,0
Namur River 174A,2002,0
Namur River 174A,2003,0
Namur River 174A,2004,0
Namur River 174A,2005,0
Namur River 174A,2006,0
Namur River 174A,2007,0
Namur River 174A,2008,0
Namur River 174A,2009,0
Namur River 174A,2010,0
Namur River 174A,2011,0
Namur River 174A,2012,0
Namur River 174A,2013,0
Namur River 174A,2014,0
Namur River 174A,2015,0
